gender,race/ethnicity,parental level of education,lunch,age,country_region,years_in_us,family_income_usd,financial_support,work_hours_per_week,scholarship_status,housing_type,study_hours_per_week,attendance_percentage,sleep_hours_per_day,screen_time_hours,campus_activity_participation,library_usage_hours,stress_level,homesickness_level,academic_pressure,social_support_score,visa_type,work_restriction_impact,prev_sem_gpa,english_proficiency_score,semester_gpa
female,group D,some high school,standard,27.0,India,0.0,66733.0,Scholarship,0.0,No,On-campus,13.0,78.0,6.4,10.0,1.0,13.7,7.0,10.0,7.0,4.0,F1,3.0,2.27,114.3,1.8
female,group B,high school,free/reduced,27.0,Germany,4.0,148202.0,Self-funded,18.0,No,On-campus,31.0,78.0,6.0,9.1,3.0,4.0,1.0,2.0,9.0,2.0,F1,4.0,2.16,95.0,2.43
male,group D,some college,standard,20.0,India,0.0,115028.0,Family,2.0,No,With relatives,28.0,60.0,8.5,8.5,3.0,6.9,10.0,4.0,7.0,3.0,F1,10.0,3.69,80.7,2.38
female,group C,associate's degree,standard,27.0,Other,4.0,136450.0,Loan,9.0,Yes,With relatives,17.0,86.0,4.1,5.0,3.0,8.2,4.0,2.0,1.0,3.0,F1,6.0,2.02,95.6,2.4
male,group D,bachelor's degree,standard,18.0,China,2.0,31240.0,Self-funded,7.0,No,Off-campus,30.0,60.0,7.8,3.9,4.0,14.2,9.0,4.0,1.0,9.0,F1,5.0,3.72,106.2,2.9
male,group C,master's degree,free/reduced,25.0,Brazil,3.0,118234.0,Loan,14.0,Yes,On-campus,33.0,60.0,8.5,7.9,0.0,15.0,1.0,3.0,4.0,10.0,F1,3.0,2.9,90.2,3.09
male,group C,high school,standard,22.0,India,2.0,112493.0,Self-funded,9.0,Yes,With relatives,32.0,60.0,6.2,4.4,4.0,3.5,9.0,9.0,4.0,4.0,F1,10.0,2.01,97.3,2.0
male,group E,some college,standard,21.0,UK,1.0,145149.0,Scholarship,0.0,No,With relatives,32.0,60.0,6.8,3.4,4.0,10.9,8.0,7.0,1.0,2.0,F1,8.0,2.8,82.3,2.34
male,group C,some high school,free/reduced,25.0,India,0.0,118344.0,Self-funded,28.0,No,With relatives,12.0,61.0,8.7,8.3,2.0,5.7,5.0,3.0,6.0,3.0,F1,8.0,2.37,103.5,2.17
female,group C,high school,free/reduced,24.0,Germany,4.0,91363.0,Scholarship,17.0,Yes,Off-campus,27.0,60.0,5.1,4.5,0.0,0.1,6.0,8.0,10.0,3.0,F1,7.0,3.25,110.3,2.0
female,group D,bachelor's degree,free/reduced,19.0,Germany,4.0,52762.0,Self-funded,1.0,Yes,On-campus,33.0,60.0,6.6,9.3,3.0,0.1,7.0,9.0,2.0,7.0,F1,3.0,3.36,96.5,2.58
female,group C,associate's degree,standard,18.0,South Korea,0.0,28259.0,Family,18.0,No,With relatives,9.0,74.0,6.4,8.7,1.0,6.9,4.0,7.0,5.0,8.0,F1,1.0,2.98,96.8,2.34
female,group C,associate's degree,standard,29.0,Germany,0.0,70139.0,Loan,12.0,Yes,On-campus,11.0,67.0,5.3,8.8,3.0,7.3,6.0,6.0,8.0,6.0,F1,5.0,2.08,83.5,1.86
female,group C,some high school,standard,28.0,Nigeria,1.0,148775.0,Family,21.0,No,With relatives,31.0,60.0,8.1,8.2,4.0,0.3,7.0,4.0,3.0,4.0,Other,1.0,3.31,88.1,2.65
male,group E,associate's degree,standard,21.0,China,2.0,34849.0,Self-funded,0.0,No,With relatives,6.0,61.0,8.5,9.0,0.0,10.3,6.0,5.0,9.0,6.0,J1,6.0,3.68,86.2,2.21
female,group E,associate's degree,standard,25.0,China,4.0,101768.0,Self-funded,1.0,Yes,On-campus,29.0,88.0,7.9,8.4,0.0,4.4,6.0,8.0,7.0,1.0,F1,7.0,3.44,99.3,2.4
male,group B,high school,standard,29.0,Brazil,1.0,126108.0,Self-funded,28.0,Yes,On-campus,13.0,69.0,5.0,6.8,0.0,8.4,2.0,3.0,9.0,10.0,F1,5.0,3.66,101.2,2.6
female,group C,bachelor's degree,free/reduced,19.0,Brazil,2.0,109709.0,Scholarship,15.0,No,On-campus,31.0,83.0,4.4,4.4,2.0,4.5,5.0,2.0,1.0,8.0,J1,4.0,2.4,118.0,2.84
male,group C,associate's degree,standard,20.0,China,1.0,74869.0,Loan,14.0,No,Off-campus,5.0,60.0,7.0,9.1,3.0,2.5,3.0,3.0,5.0,1.0,F1,2.0,3.78,82.9,2.3
female,group D,high school,standard,29.0,UK,4.0,146888.0,Loan,12.0,No,With relatives,27.0,66.0,4.3,8.7,2.0,6.1,7.0,7.0,3.0,5.0,F1,5.0,2.64,104.0,2.24
male,group E,bachelor's degree,standard,18.0,Brazil,0.0,83095.0,Self-funded,15.0,No,Off-campus,14.0,66.0,7.4,5.8,1.0,3.5,4.0,8.0,4.0,2.0,F1,9.0,2.03,101.1,1.98
male,group A,associate's degree,standard,18.0,South Korea,0.0,137886.0,Self-funded,16.0,No,On-campus,29.0,92.0,6.7,2.3,4.0,8.0,1.0,1.0,4.0,6.0,F1,4.0,3.69,100.6,3.22
male,group C,high school,standard,20.0,Germany,2.0,90910.0,Scholarship,20.0,No,With relatives,7.0,69.0,7.3,7.1,2.0,3.0,6.0,7.0,7.0,9.0,F1,2.0,3.88,114.9,2.38
male,group D,associate's degree,free/reduced,28.0,China,3.0,106710.0,Family,28.0,No,Off-campus,10.0,82.0,7.0,2.4,2.0,7.6,6.0,9.0,10.0,5.0,Other,6.0,3.31,88.2,2.02
female,group C,associate's degree,standard,22.0,Other,2.0,43567.0,Family,28.0,No,With relatives,10.0,77.0,6.1,9.4,4.0,2.4,7.0,3.0,8.0,4.0,F1,8.0,2.46,81.6,2.02
female,group D,associate's degree,standard,29.0,Brazil,3.0,55292.0,Loan,6.0,No,Off-campus,6.0,95.0,5.0,9.7,0.0,10.1,8.0,3.0,10.0,2.0,F1,2.0,2.5,106.9,1.82
female,group D,master's degree,standard,20.0,China,1.0,94813.0,Scholarship,23.0,No,On-campus,22.0,63.0,5.5,3.5,4.0,11.3,3.0,8.0,5.0,3.0,F1,9.0,2.93,93.8,2.22
male,group E,some high school,free/reduced,18.0,Nigeria,1.0,117136.0,Self-funded,25.0,No,Off-campus,27.0,83.0,6.6,7.4,3.0,1.7,6.0,4.0,10.0,6.0,F1,7.0,3.8,80.7,2.6
female,group A,some high school,standard,18.0,India,4.0,71631.0,Loan,16.0,No,With relatives,6.0,100.0,7.3,2.7,4.0,7.0,10.0,8.0,7.0,8.0,F1,2.0,2.3,90.1,1.99
male,group C,high school,standard,25.0,Germany,3.0,29885.0,Scholarship,6.0,Yes,With relatives,16.0,67.0,7.9,7.8,0.0,1.1,2.0,5.0,3.0,8.0,F1,5.0,3.65,92.4,2.84
female,group C,high school,free/reduced,27.0,China,4.0,79659.0,Family,12.0,No,With relatives,26.0,67.0,7.8,4.8,4.0,9.0,9.0,3.0,3.0,5.0,F1,5.0,2.58,104.7,2.45
male,group C,master's degree,standard,28.0,India,0.0,74306.0,Scholarship,4.0,Yes,With relatives,24.0,72.0,8.9,7.4,2.0,4.0,2.0,4.0,3.0,5.0,J1,7.0,3.62,86.9,2.95
male,group C,some high school,free/reduced,29.0,Brazil,3.0,86314.0,Family,25.0,Yes,On-campus,28.0,76.0,5.4,5.0,1.0,7.9,3.0,4.0,4.0,10.0,F1,5.0,3.84,96.5,3.04
male,group B,bachelor's degree,free/reduced,29.0,India,2.0,85087.0,Scholarship,16.0,Yes,Off-campus,24.0,90.0,4.4,3.2,2.0,7.8,10.0,8.0,6.0,3.0,F1,6.0,2.85,99.3,2.03
female,group B,associate's degree,standard,19.0,Germany,0.0,49165.0,Loan,2.0,No,On-campus,5.0,60.0,5.7,5.2,1.0,13.9,2.0,6.0,5.0,7.0,F1,9.0,2.73,98.4,2.19
male,group D,some college,free/reduced,20.0,China,0.0,78929.0,Family,6.0,No,On-campus,5.0,62.0,7.7,2.9,4.0,8.2,9.0,7.0,8.0,6.0,F1,3.0,3.6,119.0,1.99
male,group E,associate's degree,standard,19.0,Nigeria,2.0,87028.0,Loan,25.0,Yes,On-campus,21.0,60.0,6.2,6.6,3.0,8.7,1.0,9.0,5.0,1.0,F1,3.0,3.06,81.8,2.2
female,group C,some college,free/reduced,20.0,UK,0.0,115998.0,Loan,16.0,No,With relatives,5.0,60.0,8.1,2.3,4.0,6.0,5.0,6.0,5.0,4.0,J1,8.0,3.37,118.0,2.19
female,group C,associate's degree,standard,24.0,Brazil,3.0,69812.0,Family,6.0,No,With relatives,34.0,72.0,6.7,6.2,0.0,14.2,1.0,3.0,10.0,6.0,J1,10.0,3.25,103.3,2.77
male,group C,master's degree,free/reduced,18.0,China,4.0,70500.0,Family,20.0,Yes,With relatives,7.0,67.0,8.6,9.1,4.0,11.7,5.0,3.0,2.0,6.0,F1,6.0,2.31,111.8,2.39
female,group B,associate's degree,free/reduced,27.0,Germany,0.0,99151.0,Self-funded,0.0,No,Off-campus,15.0,70.0,8.7,8.7,1.0,4.3,8.0,3.0,5.0,3.0,F1,10.0,3.69,97.2,2.45
male,group D,some high school,standard,25.0,Brazil,3.0,78643.0,Self-funded,16.0,No,With relatives,28.0,66.0,4.3,9.1,2.0,12.7,8.0,10.0,7.0,6.0,F1,3.0,2.39,98.2,1.93
female,group D,some college,standard,27.0,South Korea,1.0,64900.0,Self-funded,29.0,No,Off-campus,26.0,75.0,6.3,9.4,3.0,6.5,8.0,2.0,2.0,10.0,F1,2.0,3.86,115.2,3.01
female,group C,some college,standard,27.0,India,3.0,62946.0,Loan,16.0,No,With relatives,30.0,74.0,7.0,2.8,4.0,12.4,2.0,1.0,6.0,6.0,F1,2.0,2.5,115.8,2.79
male,group C,bachelor's degree,standard,27.0,UK,4.0,27851.0,Loan,10.0,No,With relatives,17.0,90.0,5.3,3.0,4.0,12.3,8.0,10.0,7.0,9.0,J1,2.0,3.47,89.5,2.28
female,group D,some college,free/reduced,19.0,Germany,3.0,36288.0,Self-funded,24.0,Yes,On-campus,5.0,80.0,6.0,6.5,2.0,2.8,5.0,1.0,5.0,9.0,F1,5.0,2.57,88.0,2.46
male,group B,bachelor's degree,free/reduced,20.0,South Korea,2.0,92692.0,Loan,26.0,Yes,On-campus,28.0,60.0,7.4,9.2,3.0,10.5,1.0,4.0,9.0,2.0,F1,5.0,2.64,99.8,2.36
male,group B,associate's degree,standard,26.0,Other,4.0,87580.0,Loan,28.0,Yes,On-campus,14.0,60.0,5.1,9.8,4.0,4.4,7.0,3.0,4.0,4.0,F1,1.0,2.62,116.0,2.12
female,group E,bachelor's degree,free/reduced,24.0,China,1.0,27368.0,Family,2.0,No,Off-campus,39.0,100.0,7.0,2.4,4.0,4.5,6.0,5.0,10.0,9.0,F1,2.0,3.5,92.9,2.92
female,group D,master's degree,free/reduced,21.0,Nigeria,2.0,105436.0,Family,14.0,Yes,Off-campus,28.0,71.0,7.5,4.8,1.0,4.4,5.0,9.0,1.0,4.0,F1,2.0,3.11,106.1,2.56
male,group B,high school,free/reduced,27.0,Brazil,3.0,116136.0,Loan,28.0,Yes,With relatives,32.0,60.0,4.5,3.7,1.0,10.9,1.0,8.0,8.0,8.0,F1,4.0,3.77,108.3,2.63
male,group D,bachelor's degree,free/reduced,22.0,India,4.0,66403.0,Self-funded,20.0,No,Off-campus,20.0,68.0,6.5,8.0,0.0,3.4,1.0,9.0,8.0,10.0,F1,7.0,2.61,111.1,2.4
male,group B,some college,standard,19.0,Brazil,1.0,111170.0,Scholarship,10.0,No,With relatives,20.0,75.0,5.3,7.1,2.0,0.0,6.0,5.0,7.0,3.0,F1,3.0,3.38,102.6,2.26
male,group A,bachelor's degree,standard,28.0,UK,2.0,29168.0,Self-funded,25.0,No,Off-campus,21.0,96.0,7.6,3.0,3.0,10.7,10.0,8.0,8.0,3.0,F1,5.0,3.51,96.1,2.21
female,group C,some college,standard,25.0,China,1.0,106497.0,Scholarship,27.0,Yes,Off-campus,19.0,62.0,4.9,5.9,4.0,2.6,7.0,4.0,2.0,9.0,F1,9.0,2.3,118.7,2.37
female,group C,high school,free/reduced,21.0,Brazil,3.0,69879.0,Self-funded,15.0,Yes,Off-campus,20.0,66.0,8.5,7.5,4.0,1.6,10.0,5.0,3.0,10.0,F1,5.0,2.8,104.5,2.51
female,group E,high school,standard,26.0,India,1.0,79871.0,Family,24.0,No,On-campus,19.0,81.0,6.2,8.2,0.0,3.6,10.0,3.0,9.0,8.0,J1,9.0,2.97,109.1,2.28
male,group A,associate's degree,free/reduced,22.0,China,0.0,129632.0,Loan,21.0,Yes,Off-campus,38.0,60.0,5.0,2.2,4.0,5.7,1.0,5.0,1.0,1.0,F1,1.0,2.71,93.8,2.65
male,group A,some college,standard,26.0,Brazil,2.0,131623.0,Loan,27.0,Yes,On-campus,15.0,60.0,6.2,9.1,2.0,7.1,9.0,3.0,8.0,10.0,F1,9.0,2.64,106.8,2.19
female,group B,high school,standard,21.0,Nigeria,1.0,109388.0,Family,8.0,No,On-campus,5.0,91.0,6.0,6.6,0.0,0.7,4.0,5.0,8.0,2.0,F1,5.0,3.37,90.3,2.16
female,group B,some college,free/reduced,27.0,Germany,3.0,118646.0,Scholarship,23.0,No,Off-campus,19.0,60.0,6.1,8.5,2.0,14.6,5.0,5.0,7.0,3.0,F1,8.0,2.43,89.8,2.04
female,group D,master's degree,standard,22.0,China,3.0,52174.0,Scholarship,23.0,No,With relatives,30.0,61.0,6.9,8.5,0.0,10.7,2.0,6.0,5.0,2.0,F1,5.0,3.42,108.6,2.57
female,group D,some high school,standard,26.0,Germany,1.0,119751.0,Scholarship,0.0,No,With relatives,8.0,97.0,6.6,3.5,4.0,4.8,10.0,9.0,4.0,3.0,F1,6.0,3.87,100.9,2.17
female,group E,some high school,standard,25.0,Other,3.0,112491.0,Family,28.0,No,With relatives,9.0,79.0,4.7,2.9,0.0,4.8,8.0,1.0,10.0,8.0,F1,8.0,3.13,107.3,2.2
female,group D,bachelor's degree,free/reduced,20.0,China,4.0,26581.0,Scholarship,24.0,Yes,Off-campus,39.0,73.0,4.3,7.8,1.0,6.7,2.0,10.0,10.0,6.0,F1,2.0,3.22,90.8,2.42
female,group D,associate's degree,standard,18.0,Nigeria,4.0,130155.0,Family,21.0,No,With relatives,17.0,75.0,7.6,3.3,3.0,9.4,3.0,6.0,10.0,7.0,F1,3.0,2.14,103.9,2.19
female,group D,some college,standard,20.0,Germany,4.0,91853.0,Self-funded,15.0,Yes,On-campus,14.0,77.0,6.8,8.8,4.0,2.2,9.0,1.0,10.0,10.0,F1,9.0,3.73,97.8,2.52
female,group C,associate's degree,standard,21.0,South Korea,0.0,84046.0,Self-funded,8.0,Yes,With relatives,15.0,76.0,5.8,7.8,3.0,2.8,2.0,6.0,6.0,10.0,J1,5.0,2.57,103.9,2.49
female,group A,high school,standard,19.0,India,1.0,69678.0,Family,18.0,No,Off-campus,22.0,73.0,8.0,8.7,4.0,12.9,6.0,2.0,1.0,6.0,F1,5.0,3.23,91.6,2.85
female,group C,bachelor's degree,free/reduced,18.0,South Korea,0.0,128392.0,Loan,11.0,Yes,With relatives,38.0,63.0,5.9,4.4,3.0,3.8,4.0,8.0,5.0,1.0,F1,9.0,3.96,108.6,2.56
female,group C,some college,standard,24.0,Brazil,3.0,131250.0,Self-funded,18.0,No,On-campus,27.0,64.0,8.0,4.5,1.0,5.7,7.0,3.0,4.0,3.0,F1,10.0,3.19,112.2,2.54
female,group A,some high school,standard,25.0,Nigeria,0.0,46649.0,Scholarship,21.0,Yes,Off-campus,11.0,66.0,5.5,7.4,3.0,13.1,6.0,10.0,4.0,1.0,F1,3.0,3.45,90.4,1.94
male,group C,some college,free/reduced,24.0,South Korea,3.0,147795.0,Family,8.0,No,With relatives,7.0,60.0,4.4,2.3,0.0,9.9,10.0,6.0,7.0,10.0,F1,4.0,2.89,92.0,1.92
male,group A,some high school,standard,22.0,China,3.0,108668.0,Scholarship,6.0,No,Off-campus,16.0,62.0,8.7,7.8,3.0,5.1,9.0,6.0,9.0,9.0,J1,7.0,2.12,106.4,2.02
male,group E,bachelor's degree,standard,29.0,Brazil,2.0,102325.0,Scholarship,13.0,Yes,Off-campus,11.0,68.0,6.0,8.7,4.0,10.3,9.0,4.0,8.0,9.0,Other,2.0,3.6,107.8,2.28
female,group E,high school,standard,18.0,Brazil,4.0,34567.0,Loan,28.0,Yes,Off-campus,30.0,76.0,8.0,5.3,2.0,0.3,10.0,5.0,8.0,5.0,F1,8.0,2.07,108.2,2.16
female,group C,bachelor's degree,standard,24.0,South Korea,3.0,100404.0,Scholarship,18.0,No,With relatives,37.0,100.0,5.4,8.1,3.0,11.0,4.0,2.0,5.0,4.0,F1,5.0,3.4,107.3,3.0
female,group C,bachelor's degree,standard,24.0,Other,2.0,109906.0,Loan,18.0,No,Off-campus,19.0,79.0,7.2,3.4,3.0,7.3,1.0,10.0,6.0,9.0,F1,1.0,2.05,95.7,2.37
male,group B,high school,free/reduced,26.0,South Korea,4.0,128069.0,Self-funded,1.0,No,With relatives,6.0,60.0,8.4,4.6,3.0,12.2,2.0,10.0,2.0,9.0,F1,3.0,3.72,95.8,2.57
male,group A,some high school,standard,20.0,Other,3.0,116019.0,Family,8.0,No,On-campus,11.0,60.0,4.2,9.8,4.0,14.3,8.0,8.0,3.0,3.0,F1,9.0,2.32,90.2,1.74
female,group D,high school,standard,26.0,Nigeria,3.0,81944.0,Scholarship,12.0,No,With relatives,36.0,77.0,8.2,9.9,3.0,13.9,10.0,10.0,5.0,5.0,J1,5.0,3.03,86.3,2.37
female,group D,some high school,standard,18.0,India,0.0,138428.0,Family,14.0,No,On-campus,8.0,82.0,6.9,6.1,4.0,13.6,8.0,7.0,2.0,3.0,F1,8.0,3.19,107.7,2.2
female,group D,master's degree,standard,18.0,South Korea,0.0,98002.0,Scholarship,2.0,No,With relatives,24.0,60.0,7.0,9.5,4.0,7.7,2.0,10.0,3.0,10.0,F1,1.0,2.92,83.7,2.62
female,group C,high school,standard,21.0,UK,4.0,48803.0,Family,10.0,No,Off-campus,36.0,60.0,6.6,6.2,2.0,5.4,4.0,6.0,4.0,2.0,F1,7.0,2.68,117.5,2.45
female,group E,some college,standard,26.0,Other,3.0,38230.0,Scholarship,20.0,No,With relatives,32.0,78.0,8.4,4.3,0.0,7.0,1.0,7.0,6.0,1.0,F1,7.0,2.94,113.1,2.59
male,group D,high school,free/reduced,23.0,South Korea,1.0,37862.0,Scholarship,13.0,No,Off-campus,17.0,60.0,4.2,4.1,4.0,10.3,7.0,1.0,5.0,10.0,F1,8.0,2.62,114.3,2.41
male,group D,master's degree,free/reduced,28.0,Germany,0.0,63355.0,Scholarship,29.0,No,On-campus,5.0,89.0,5.3,9.4,1.0,13.3,4.0,5.0,10.0,2.0,F1,3.0,2.88,116.3,1.94
male,group C,some high school,standard,20.0,China,4.0,51259.0,Scholarship,24.0,No,With relatives,39.0,72.0,8.4,3.4,3.0,3.1,8.0,7.0,4.0,8.0,F1,1.0,2.72,96.3,2.69
female,group C,associate's degree,standard,18.0,UK,3.0,119075.0,Scholarship,7.0,No,Off-campus,34.0,84.0,7.8,6.6,1.0,13.8,9.0,1.0,2.0,8.0,F1,9.0,3.13,113.9,3.03
female,group C,master's degree,free/reduced,21.0,UK,3.0,107445.0,Scholarship,17.0,Yes,On-campus,29.0,60.0,4.1,6.4,3.0,12.2,9.0,2.0,5.0,3.0,F1,1.0,2.48,86.3,2.15
female,group E,some college,standard,29.0,Other,1.0,50795.0,Scholarship,18.0,Yes,On-campus,20.0,64.0,6.6,7.9,2.0,14.7,3.0,9.0,5.0,7.0,F1,6.0,3.98,80.9,2.57
female,group B,associate's degree,standard,26.0,Germany,4.0,134604.0,Scholarship,15.0,No,With relatives,23.0,63.0,6.6,6.0,4.0,13.2,5.0,3.0,7.0,7.0,F1,9.0,3.0,111.4,2.5
male,group D,some college,free/reduced,20.0,Germany,3.0,28770.0,Scholarship,1.0,No,On-campus,5.0,60.0,6.0,4.2,0.0,4.2,6.0,6.0,1.0,2.0,F1,2.0,2.39,83.0,1.94
female,group C,some college,standard,29.0,Brazil,0.0,31093.0,Family,7.0,No,Off-campus,9.0,60.0,5.5,3.4,4.0,1.6,6.0,7.0,4.0,9.0,F1,4.0,2.95,119.5,2.21
male,group C,bachelor's degree,standard,26.0,Other,1.0,66571.0,Loan,21.0,Yes,On-campus,26.0,90.0,7.4,7.0,3.0,1.7,10.0,9.0,5.0,3.0,F1,2.0,3.73,107.0,2.36
female,group C,associate's degree,standard,24.0,India,4.0,20193.0,Scholarship,5.0,No,On-campus,28.0,77.0,5.0,7.8,0.0,4.4,8.0,5.0,8.0,2.0,F1,4.0,2.04,110.1,1.95
female,group A,associate's degree,standard,29.0,China,1.0,120311.0,Loan,11.0,No,Off-campus,8.0,93.0,8.0,6.6,4.0,9.2,6.0,4.0,8.0,3.0,F1,2.0,3.36,89.8,2.31
female,group C,high school,standard,21.0,Nigeria,0.0,37569.0,Scholarship,14.0,Yes,On-campus,22.0,68.0,8.0,7.9,0.0,12.1,6.0,2.0,1.0,2.0,F1,1.0,3.1,107.0,2.63
female,group E,bachelor's degree,standard,20.0,UK,4.0,137082.0,Scholarship,24.0,No,On-campus,20.0,60.0,6.1,3.1,3.0,13.5,4.0,3.0,5.0,8.0,F1,3.0,2.34,81.7,2.44
male,group D,bachelor's degree,standard,27.0,Nigeria,1.0,31190.0,Family,7.0,No,On-campus,22.0,78.0,5.4,9.1,2.0,9.4,7.0,5.0,10.0,5.0,F1,8.0,3.63,113.5,2.28
male,group D,master's degree,standard,22.0,South Korea,2.0,82824.0,Self-funded,3.0,No,On-campus,26.0,81.0,5.4,6.7,2.0,0.1,8.0,2.0,1.0,3.0,Other,5.0,2.74,86.8,2.54
male,group C,associate's degree,free/reduced,22.0,South Korea,0.0,62752.0,Self-funded,14.0,No,Off-campus,6.0,73.0,6.4,3.0,4.0,2.8,3.0,4.0,1.0,5.0,F1,4.0,2.59,107.9,2.41
female,group C,high school,free/reduced,20.0,Nigeria,0.0,52327.0,Family,27.0,No,On-campus,25.0,61.0,7.6,5.7,1.0,1.5,7.0,1.0,2.0,8.0,F1,5.0,3.66,89.0,2.93
male,group B,bachelor's degree,free/reduced,29.0,South Korea,0.0,62070.0,Loan,19.0,No,Off-campus,33.0,63.0,5.8,8.8,3.0,5.4,3.0,4.0,2.0,7.0,F1,6.0,3.28,82.7,2.91
male,group C,high school,free/reduced,26.0,India,2.0,105925.0,Self-funded,24.0,No,On-campus,30.0,60.0,7.1,9.2,4.0,7.5,8.0,7.0,9.0,6.0,F1,6.0,3.8,99.3,2.37
male,group A,some college,standard,21.0,Germany,2.0,60197.0,Family,16.0,No,On-campus,25.0,96.0,5.9,4.1,4.0,0.7,1.0,3.0,4.0,1.0,F1,5.0,3.26,86.8,2.79
female,group E,bachelor's degree,free/reduced,28.0,South Korea,3.0,22261.0,Family,12.0,No,On-campus,21.0,60.0,5.5,7.7,2.0,5.2,1.0,10.0,3.0,10.0,F1,6.0,3.48,109.2,2.66
male,group D,some college,standard,22.0,Brazil,1.0,138424.0,Self-funded,17.0,No,On-campus,20.0,97.0,4.1,2.8,0.0,2.7,6.0,8.0,1.0,1.0,F1,9.0,3.67,89.5,2.44
male,group B,associate's degree,free/reduced,21.0,South Korea,3.0,113905.0,Loan,1.0,Yes,Off-campus,35.0,70.0,4.0,2.3,3.0,9.7,10.0,6.0,2.0,1.0,F1,5.0,2.11,93.7,2.06
male,group D,associate's degree,standard,22.0,China,1.0,46512.0,Family,12.0,No,Off-campus,13.0,60.0,5.1,6.5,0.0,7.0,9.0,6.0,6.0,10.0,F1,6.0,3.55,102.7,2.25
male,group D,some college,free/reduced,24.0,India,2.0,26716.0,Scholarship,12.0,Yes,Off-campus,35.0,60.0,6.0,7.6,3.0,7.4,4.0,1.0,9.0,8.0,J1,4.0,3.23,91.4,2.76
female,group C,some high school,standard,26.0,China,2.0,106795.0,Loan,21.0,No,With relatives,18.0,60.0,8.3,8.4,1.0,6.4,6.0,5.0,5.0,8.0,F1,3.0,2.14,95.1,2.31
male,group D,some college,standard,24.0,China,3.0,48933.0,Loan,14.0,No,On-campus,6.0,64.0,8.0,4.7,2.0,14.3,5.0,3.0,4.0,7.0,F1,6.0,3.02,112.6,2.43
male,group B,high school,standard,22.0,Brazil,4.0,127225.0,Self-funded,19.0,Yes,On-campus,18.0,60.0,5.3,2.1,1.0,3.2,1.0,10.0,5.0,6.0,J1,5.0,2.16,87.2,2.1
female,group B,bachelor's degree,standard,27.0,India,3.0,24378.0,Self-funded,28.0,No,Off-campus,37.0,74.0,5.2,5.8,4.0,7.7,6.0,1.0,9.0,4.0,J1,4.0,3.47,83.3,2.64
female,group C,high school,standard,27.0,India,1.0,60583.0,Scholarship,26.0,Yes,With relatives,39.0,88.0,5.1,2.1,2.0,11.0,9.0,8.0,7.0,1.0,F1,5.0,3.09,93.1,2.24
male,group D,some high school,standard,24.0,Other,3.0,132082.0,Family,9.0,No,On-campus,24.0,84.0,5.7,2.7,4.0,8.4,3.0,7.0,8.0,9.0,F1,7.0,3.91,97.0,2.74
male,group A,high school,standard,27.0,India,0.0,105371.0,Self-funded,28.0,No,Off-campus,6.0,74.0,6.5,4.6,1.0,13.9,3.0,7.0,4.0,1.0,F1,1.0,2.37,101.7,1.98
female,group B,high school,free/reduced,22.0,India,1.0,49033.0,Self-funded,2.0,No,On-campus,23.0,80.0,6.2,5.5,3.0,5.7,2.0,10.0,8.0,4.0,F1,1.0,3.21,94.9,2.3
female,group D,some high school,standard,20.0,India,1.0,44000.0,Loan,18.0,Yes,On-campus,22.0,92.0,5.1,4.2,4.0,7.0,4.0,10.0,6.0,3.0,Other,1.0,2.42,111.6,2.11
male,group E,some college,standard,24.0,Brazil,4.0,131032.0,Self-funded,2.0,Yes,Off-campus,20.0,76.0,4.7,6.7,0.0,1.3,10.0,10.0,5.0,7.0,F1,2.0,3.23,81.6,2.09
female,group D,associate's degree,standard,28.0,South Korea,2.0,95868.0,Self-funded,21.0,No,Off-campus,8.0,74.0,4.1,2.4,3.0,9.1,3.0,4.0,7.0,5.0,F1,9.0,3.45,97.3,2.28
male,group D,high school,standard,28.0,Other,1.0,62604.0,Self-funded,13.0,No,On-campus,16.0,60.0,4.8,3.2,3.0,4.3,2.0,6.0,6.0,5.0,J1,5.0,3.44,95.3,2.34
female,group D,associate's degree,free/reduced,19.0,China,2.0,88336.0,Self-funded,7.0,No,On-campus,33.0,88.0,7.5,7.6,1.0,2.4,1.0,9.0,3.0,4.0,F1,9.0,3.63,105.9,2.92
female,group B,some high school,free/reduced,29.0,India,3.0,115074.0,Loan,26.0,No,Off-campus,11.0,81.0,5.2,3.1,1.0,8.2,3.0,3.0,5.0,1.0,F1,5.0,3.71,118.7,2.42
female,group E,high school,standard,26.0,UK,0.0,115655.0,Scholarship,22.0,No,On-campus,18.0,79.0,6.3,7.1,2.0,8.0,10.0,9.0,9.0,5.0,J1,7.0,2.15,100.4,1.73
male,group B,high school,standard,27.0,South Korea,4.0,93869.0,Scholarship,29.0,No,On-campus,16.0,65.0,7.0,2.4,2.0,1.1,6.0,4.0,7.0,4.0,J1,6.0,2.69,119.5,2.16
female,group B,bachelor's degree,standard,27.0,South Korea,2.0,25410.0,Family,3.0,No,Off-campus,39.0,81.0,8.4,5.3,0.0,10.5,9.0,5.0,4.0,10.0,J1,2.0,3.37,92.1,3.0
female,group D,associate's degree,standard,29.0,China,1.0,103375.0,Self-funded,26.0,Yes,On-campus,9.0,70.0,8.4,3.4,3.0,9.4,5.0,7.0,7.0,8.0,F1,3.0,3.0,81.2,2.29
female,group E,high school,free/reduced,18.0,Brazil,2.0,76044.0,Loan,27.0,Yes,On-campus,21.0,62.0,7.7,2.9,0.0,2.8,3.0,6.0,5.0,2.0,F1,5.0,2.38,86.6,2.23
